Origin_airport,Destination_airport,Passengers,Seats,Distance,Destination_City,Origin_City
SYR,TPA,2727,3190,1104,TAMPA,SYRACUSE
SAV,TPA,61,109,297,TAMPA,SAVANNAH
RIC,TPA,91,108,723,TAMPA,RICHMOND
AVP,TPA,1,151,999,TAMPA,SCRANTON
GSO,TPA,70,128,580,TAMPA,GREENSBORO
PIT,TPA,1985,3193,873,TAMPA,PITTSBURGH
GSP,TPA,91,100,478,TAMPA,GREENVILLE
CVG,TPA,7637,12136,773,TAMPA,CINCINNATI
BHM,TPA,3,142,460,TAMPA,BIRMINGHAM
CHS,TPA,48,110,371,TAMPA,CHARLESTON
MGM,TPA,66,146,377,TAMPA,MONTGOMERY
PVD,TPA,8,128,1137,TAMPA,PROVIDENCE
STL,TPA,5569,8906,869,TAMPA,ST. LOUIS
MKE,TPA,22,146,1075,TAMPA,MILWAUKEE
PNS,TPA,2254,5477,330,TAMPA,PENSACOLA
BNA,TPA,10008,13500,612,TAMPA,NASHVILLE
ROC,TPA,27,150,1079,TAMPA,ROCHESTER
FLL,TPA,3785,8909,197,TAMPA,FORT LAUDERDALE
PBI,TPA,710,3179,174,TAMPA,WEST PALM BEACH
JAX,TPA,1211,2093,181,TAMPA,JACKSONVILLE
PHL,TPA,3297,4371,920,TAMPA,PHILADELPHIA
SLC,TPA,37,187,1887,TAMPA,SALT LAKE CITY
OKC,TPA,0,118,1023,TAMPA,OKLAHOMA CITY
ACY,TPA,113,125,914,TAMPA,ATLANTIC CITY
BUF,TPA,2,109,1054,TAMPA,BUFFALO
OMA,TPA,78,146,1190,TAMPA,OMAHA
FAR,TPA,6,146,1519,TAMPA,FARGO
TUL,TPA,126,151,965,TAMPA,TULSA
BTR,TPA,1,118,549,TAMPA,BATON ROUGE
CMI,TPA,4,110,894,TAMPA,CHAMPAIGN
LAS,TPA,4461,5681,1984,TAMPA,LAS VEGAS
PHX,TPA,110,143,1788,TAMPA,PHOENIX
ROA,TPA,0,68,661,TAMPA,ROANOKE
SFO,TPA,176,188,2392,TAMPA,SAN FRANCISCO
ATW,TPA,63,168,1171,TAMPA,APPLETON
ICT,TPA,69,151,1091,TAMPA,WICHITA
JAN,TPA,30,148,541,TAMPA,JACKSON
MHT,TPA,50,128,1204,TAMPA,MANCHESTER
APF,TPA,1565,3705,134,TAMPA,NAPLES
SHV,TPA,12,30,742,TAMPA,SHREVEPORT
PFN,TPA,650,2584,245,TAMPA,PANAMA CITY
EYW,TPA,2318,3420,240,TAMPA,KEY WEST
TPA,TPA,0,19,0,TAMPA,TAMPA
AUS,TPA,0,142,930,TAMPA,AUSTIN
MTJ,TPA,979,1653,1631,TAMPA,MONTROSE
ABE,TPA,53,141,963,TAMPA,ALLENTOWN
LBB,TPA,56,137,1210,TAMPA,LUBBOCK
ILM,TPA,6,110,513,TAMPA,WILMINGTON
SAT,TPA,143,149,972,TAMPA,SAN ANTONIO
GPT,TPA,1623,3286,429,TAMPA,GULFPORT
HSV,TPA,113,119,523,TAMPA,HUNTSVILLE
AMA,TPA,133,137,1234,TAMPA,AMARILLO
AGS,TPA,47,119,373,TAMPA,AUGUSTA
BYH,TPA,0,50,701,TAMPA,BLYTHEVILLE
RFD,TPA,126,173,1048,TAMPA,ROCKFORD
CRP,TPA,19,137,915,TAMPA,CORPUS CHRISTI
EWN,TPA,0,50,587,TAMPA,NEW BERN
PUB,TPA,131,170,1453,TAMPA,PUEBLO
TOL,TPA,142,173,941,TAMPA,TOLEDO
TUS,TPA,121,137,1721,TAMPA,TUCSON
MDT,TPA,0,173,904,TAMPA,HARRISBURG
PIB,TPA,151,173,474,TAMPA,HATTIESBURG
AVL,TPA,45,50,514,TAMPA,ASHEVILLE
GRB,TPA,122,180,1180,TAMPA,GREEN BAY
MBS,TPA,4,56,1076,TAMPA,SAGINAW
MAF,TPA,116,137,1209,TAMPA,MIDLAND
CID,TPA,171,175,1090,TAMPA,CEDAR RAPIDS
TUP,TPA,0,173,569,TAMPA,TUPELO
CAK,TPA,303,468,894,TAMPA,AKRON
FNT,TPA,1207,1300,1036,TAMPA,FLINT
LEX,TPA,134,173,704,TAMPA,LEXINGTON
SAN,TPA,145,148,2087,TAMPA,SAN DIEGO
AEX,TPA,129,173,645,TAMPA,ALEXANDRIA
DSM,TPA,137,137,1127,TAMPA,DES MOINES
COS,TPA,97,150,1478,TAMPA,COLORADO SPRINGS
SJC,TPA,43,148,2367,TAMPA,SAN JOSE
PDX,TPA,3,132,2497,TAMPA,PORTLAND
LNK,TPA,81,120,1200,TAMPA,LINCOLN
OAK,TPA,52,148,2384,TAMPA,OAKLAND
LAN,TPA,132,192,1027,TAMPA,LANSING
MSN,TPA,164,175,1113,TAMPA,MADISON
BFM,TPA,0,50,381,TAMPA,MOBILE
SNA,TPA,45,183,2126,TAMPA,SANTA ANA
SCE,TPA,146,346,927,TAMPA,STATE COLLEGE
MEI,TPA,0,50,478,TAMPA,MERIDIAN
RNO,TPA,77,150,2267,TAMPA,RENO
GFK,TPA,57,62,1587,TAMPA,GRAND FORKS
VLD,TPA,0,173,199,TAMPA,VALDOSTA
SZL,MCF,53,173,983,TAMPA,WARRENSBURG
FOE,TPA,0,116,1069,TAMPA,TOPEKA
CKB,TPA,129,173,791,TAMPA,CLARKSBURG
RAP,MCF,87,173,1595,TAMPA,RAPID CITY
CHO,TPA,35,50,739,TAMPA,CHARLOTTESVILLE
TTN,TPA,39,74,956,TAMPA,TRENTON
YUM,MCF,143,173,1940,TAMPA,YUMA
BIF,MCF,74,120,1456,TAMPA,EL PASO
LIT,TPA,134,137,737,TAMPA,LITTLE ROCK
BWG,TPA,86,100,660,TAMPA,BOWLING GREEN
DLH,TPA,0,120,1403,TAMPA,DULUTH
ITO,TPA,11,18,4562,TAMPA,HILO
ACT,TPA,0,173,917,TAMPA,WACO
AHN,TPA,31,100,414,TAMPA,ATHENS
TCL,TPA,0,54,471,TAMPA,TUSCALOOSA
XNA,TPA,89,100,895,TAMPA,FAYETTEVILLE
ATL,TUL,1147,2940,674,TULSA,ATLANTA
ORD,TUL,937,2700,585,TULSA,CHICAGO
HOU,TUL,5203,8083,453,TULSA,HOUSTON
DTW,TUL,42,100,790,TULSA,DETROIT
IND,TUL,0,118,578,TULSA,INDIANAPOLIS
MCI,TUL,4836,6987,223,TULSA,KANSAS CITY
LIT,TUL,768,3712,230,TULSA,LITTLE ROCK
LAX,TUL,112,204,1283,TULSA,LOS ANGELES
IAD,TUL,96,142,1028,TULSA,WASHINGTON
ABQ,TUL,142,142,608,TULSA,ALBUQUERQUE
SGF,TUL,131,214,157,TULSA,SPRINGFIELD
MSP,TUL,74,100,616,TULSA,MINNEAPOLIS
MSY,TUL,17,142,538,TULSA,NEW ORLEANS
OMA,TUL,37,94,352,TULSA,OMAHA
AUS,TUL,53,118,420,TULSA,AUSTIN
MIA,TUL,141,147,1168,TULSA,MIAMI
BOS,TUL,65,150,1394,TULSA,BOSTON
TUS,TUL,124,146,906,TULSA,TUCSON
DFW,TUL,9486,13350,237,TULSA,DALLAS
EWR,TUL,189,204,1215,TULSA,NEWARK
PIT,TUL,92,141,899,TULSA,PITTSBURGH
CVG,TUL,0,142,646,TULSA,CINCINNATI
DSM,TUL,98,118,387,TULSA,DES MOINES
BHM,TUL,112,142,549,TULSA,BIRMINGHAM
STL,TUL,89,284,351,TULSA,ST. LOUIS
BNA,TUL,121,122,515,TULSA,NASHVILLE
SLC,TUL,1423,3317,926,TULSA,SALT LAKE CITY
OKC,TUL,2299,6420,111,TULSA,OKLAHOMA CITY
JAX,TUL,49,118,909,TULSA,JACKSONVILLE
PHL,TUL,92,142,1151,TULSA,PHILADELPHIA
SAV,TUL,96,150,886,TULSA,SAVANNAH
RIC,TUL,119,142,1031,TULSA,RICHMOND
CLE,TUL,93,142,837,TULSA,CLEVELAND
BWI,TUL,131,150,1071,TULSA,BALTIMORE
CLT,TUL,137,150,843,TULSA,CHARLOTTE
PHX,TUL,1103,1233,935,TULSA,PHOENIX
MEM,TUL,98,107,342,TULSA,MEMPHIS
LGA,TUL,223,290,1231,TULSA,NEW YORK
HNL,TUL,67,292,3836,TULSA,HONOLULU
BDL,TUL,107,142,1305,TULSA,HARTFORD
ICT,TUL,73,108,132,TULSA,WICHITA
SEA,TUL,103,290,1558,TULSA,SEATTLE
CMH,TUL,61,142,755,TULSA,COLUMBUS
AMA,TUL,114,122,335,TULSA,AMARILLO
CYS,TUL,99,108,591,TULSA,CHEYENNE
MCO,TUL,135,146,1005,TULSA,ORLANDO
TPA,TUL,117,118,965,TULSA,TAMPA
EKO,TUL,119,119,1122,TULSA,ELKO
SAT,TUL,61,142,483,TULSA,SAN ANTONIO
SAN,TUL,142,142,1236,TULSA,SAN DIEGO
CRP,TUL,54,107,588,TULSA,CORPUS CHRISTI
RDU,TUL,132,142,957,TULSA,RALEIGH
OAK,TUL,29,142,1456,TULSA,OAKLAND
SNA,TUL,194,194,1257,TULSA,SANTA ANA
SHV,TUL,150,150,284,TULSA,SHREVEPORT
SJC,TUL,77,142,1442,TULSA,SAN JOSE
PDX,TUL,55,142,1532,TULSA,PORTLAND
LAS,TUL,116,137,1076,TULSA,LAS VEGAS
SPS,TUL,36,142,212,TULSA,WICHITA FALLS
SFO,TUL,93,108,1465,TULSA,SAN FRANCISCO
FLL,TUL,142,149,1162,TULSA,FORT LAUDERDALE
DAY,TUL,88,142,685,TULSA,DAYTON
MKE,TUL,87,97,631,TULSA,MILWAUKEE
MDH,TUL,25,50,383,TULSA,CARBONDALE
CHS,TUL,68,147,931,TULSA,CHARLESTON
GSO,TUL,0,105,891,TULSA,GREENSBORO
LBB,TUL,116,122,379,TULSA,LUBBOCK
BGR,TUL,0,50,1535,TULSA,BANGOR
LEX,TUL,7,148,636,TULSA,LEXINGTON
COS,TUL,16,107,517,TULSA,COLORADO SPRINGS
RNO,TUL,65,150,1322,TULSA,RENO
GNV,TUL,0,107,908,TULSA,GAINESVILLE
FYV,TUL,32,34,97,TULSA,FAYETTEVILLE
ELP,TUL,0,50,673,TULSA,EL PASO
SMF,TUL,37,140,1419,TULSA,SACRAMENTO
GJT,TUL,116,124,720,TULSA,GRAND JUNCTION
JAN,TUL,141,183,427,TULSA,JACKSON
MTJ,TUL,126,126,679,TULSA,MONTROSE
YUM,TUL,0,50,1095,TULSA,YUMA
LRD,TUL,0,50,632,TULSA,LAREDO
MAF,TUL,102,103,466,TULSA,MIDLAND
AID,TUL,0,50,621,TULSA,ANDERSON
FSM,TUL,0,50,104,TULSA,FORT SMITH
GRK,TUL,0,50,371,TULSA,KILLEEN
GRR,TUL,47,50,720,TULSA,GRAND RAPIDS
TLH,TUL,107,142,777,TULSA,TALLAHASSEE
GCK,TUL,43,122,293,TULSA,GARDEN CITY
BRO,TUL,170,175,715,TULSA,BROWNSVILLE
GYY,TUL,0,50,590,TULSA,GARY
PVD,TUL,103,137,1366,TULSA,PROVIDENCE
FWA,TUL,27,50,666,TULSA,FORT WAYNE
RFD,TUL,0,50,551,TULSA,ROCKFORD
TYS,TUL,0,50,667,TULSA,KNOXVILLE
BUF,TUL,0,50,1025,TULSA,BUFFALO
DRT,TUL,0,50,558,TULSA,DEL RIO
TCL,TUL,0,50,514,TULSA,TUSCALOOSA
ILN,TUL,0,50,695,TULSA,WILMINGTON
SWO,TUL,0,173,67,TULSA,STILLWATER
SYR,TUL,0,50,1154,TULSA,SYRACUSE
MHT,TUL,0,50,1380,TULSA,MANCHESTER
GEG,TUL,0,50,1359,TULSA,SPOKANE
MOB,TUL,84,173,582,TULSA,MOBILE
FAT,TUL,108,173,1324,TULSA,FRESNO
MLU,TUL,99,173,336,TULSA,MONROE
ACT,TUL,105,173,325,TULSA,WACO
TUL,TUL,0,50,0,TULSA,TULSA
FNT,TUL,0,50,798,TULSA,FLINT
TOL,TUL,0,50,749,TULSA,TOLEDO
FOE,TUL,0,50,190,TULSA,TOPEKA
DLH,TUL,0,50,759,TULSA,DULUTH
CID,TUL,37,44,452,TULSA,CEDAR RAPIDS
GTF,TUL,0,50,1112,TULSA,GREAT FALLS
ROW,TUL,0,355,530,TULSA,ROSWELL
LNK,TUL,152,173,324,TULSA,LINCOLN
YNG,TUL,0,50,892,TULSA,YOUNGSTOWN
GFK,TUL,0,50,814,TULSA,GRAND FORKS
FSD,TUL,0,50,511,TULSA,SIOUX FALLS
MCN,TUL,0,122,739,TULSA,MACON
CPR,TUL,0,50,729,TULSA,CASPER
MNN,TUL,0,50,759,TULSA,MARION
RIV,TUL,0,50,1220,TULSA,RIVERSIDE
MGM,TUL,47,50,606,TULSA,MONTGOMERY
EVV,TUL,0,50,478,TULSA,EVANSVILLE
CLL,TUL,50,50,387,TULSA,COLLEGE STATION
OSH,TUL,0,50,662,TULSA,OSHKOSH
OLS,TUL,0,50,920,TULSA,NOGALES
GPT,TUL,300,340,561,TULSA,GULFPORT
COU,TUL,126,170,271,TULSA,COLUMBIA
PUW,TUL,34,54,1313,TULSA,PULLMAN
BIL,TUL,0,50,934,TULSA,BILLINGS
ISO,TUL,129,132,1027,TULSA,KINSTON
PIA,TUL,33,44,456,TULSA,PEORIA
PIB,TUL,135,173,498,TULSA,HATTIESBURG
LFT,TUL,0,50,471,TULSA,LAFAYETTE
GRB,TUL,0,50,703,TULSA,GREEN BAY
PBI,TUL,0,173,1138,TULSA,WEST PALM BEACH
ATW,TUL,0,50,678,TULSA,APPLETON
MSN,TUL,46,50,593,TULSA,MADISON
DHN,TUL,0,173,688,TULSA,DOTHAN
HSV,TUL,128,136,525,TULSA,HUNTSVILLE
ANC,TUL,0,50,2893,TULSA,ANCHORAGE
CMI,TUL,38,50,492,TULSA,CHAMPAIGN
ANB,TUL,0,124,597,TULSA,ANNISTON
CHA,TUL,32,50,607,TULSA,CHATTANOOGA
CAK,TUL,168,173,846,TULSA,AKRON
MDT,TUL,60,70,1075,TULSA,HARRISBURG
CKB,TUL,34,50,883,TULSA,CLARKSBURG
BTV,TUL,0,50,1323,TULSA,BURLINGTON
BQK,TUL,0,50,896,TULSA,BRUNSWICK
LAW,TUL,42,50,181,TULSA,LAWTON
BTR,TUL,42,50,477,TULSA,BATON ROUGE
MHK,TUL,50,50,208,TULSA,MANHATTAN
GSP,TUL,36,50,775,TULSA,GREENVILLE
LCH,TUL,29,50,446,TULSA,LAKE CHARLES
FDY,TUL,0,50,739,TULSA,FINDLAY
DFW,TYR,1524,2112,103,TYLER,DALLAS
GGG,TYR,362,1182,40,TYLER,LONGVIEW
BPT,TYR,2,30,185,TYLER,BEAUMONT
SHV,TYR,31,34,92,TYLER,SHREVEPORT
FYV,TYR,27,34,261,TYLER,FAYETTEVILLE
SGF,TYR,29,46,356,TYLER,SPRINGFIELD
LFT,TYR,29,30,250,TYLER,LAFAYETTE
MLU,TYR,22,38,197,TYLER,MONROE
CLL,TYR,17,19,134,TYLER,COLLEGE STATION
LCH,TYR,11,34,200,TYLER,LAKE CHARLES
ESF,TYR,29,30,194,TYLER,ALEXANDRIA
FSM,TYR,18,30,214,TYLER,FORT SMITH
JAN,TYR,34,34,311,TYLER,JACKSON
CRP,TYR,10,30,340,TYLER,CORPUS CHRISTI
ACT,TYR,4,15,119,TYLER,WACO
ICT,TYR,13,64,383,TYLER,WICHITA
ILE,TYR,5,34,161,TYLER,KILLEEN
IAH,TYR,927,2490,163,TYLER,HOUSTON
LIT,TYR,0,48,246,TYLER,LITTLE ROCK
TUL,TYR,20,34,266,TYLER,TULSA
MEM,TYR,36,64,363,TYLER,MEMPHIS
BTR,TYR,12,34,281,TYLER,BATON ROUGE
TYS,TYR,46,50,696,TYLER,KNOXVILLE
MAF,TYR,28,34,400,TYLER,MIDLAND
LBB,TYR,42,50,384,TYLER,LUBBOCK
SAV,TYR,42,50,831,TYLER,SAVANNAH
STL,TYR,38,50,524,TYLER,ST. LOUIS
LRD,TYR,28,34,411,TYLER,LAREDO
CAE,TYR,43,50,834,TYLER,COLUMBIA
LAW,TYR,6,34,232,TYLER,LAWTON
CID,TYR,44,50,688,TYLER,CEDAR RAPIDS
CHA,TYR,0,50,615,TYLER,CHATTANOOGA
CSG,TYR,30,50,611,TYLER,COLUMBUS
GSP,TYR,47,50,780,TYLER,GREENVILLE
GSO,TYR,40,44,920,TYLER,GREENSBORO
CLE,TYR,68,70,974,TYLER,CLEVELAND
ABI,TYR,20,30,250,TYLER,ABILENE
HSV,TYR,40,44,522,TYLER,HUNTSVILLE
FWA,TYR,39,44,821,TYLER,FORT WAYNE
PNS,TYR,44,44,502,TYLER,PENSACOLA
SJT,TYR,17,30,307,TYLER,SAN ANGELO
AMA,TYR,31,44,414,TYLER,AMARILLO
MSN,TYR,46,50,814,TYLER,MADISON
RST,TYR,10,44,812,TYLER,ROCHESTER
CVG,TYR,40,50,759,TYLER,CINCINNATI
MOB,TYR,40,50,438,TYLER,MOBILE
AUS,TYR,3,50,201,TYLER,AUSTIN
RDU,TYR,36,44,982,TYLER,RALEIGH
GPT,TYR,34,50,397,TYLER,GULFPORT
DSM,TYR,35,50,640,TYLER,DES MOINES
CHS,TYR,39,50,896,TYLER,CHARLESTON
LEX,TYR,42,44,725,TYLER,LEXINGTON
PIT,TYR,68,70,1012,TYLER,PITTSBURGH
MCI,TYR,37,50,480,TYLER,KANSAS CITY
GRR,TYR,46,50,904,TYLER,GRAND RAPIDS
EVV,TYR,32,50,593,TYLER,EVANSVILLE
MKE,TYR,35,50,838,TYLER,MILWAUKEE
SPS,TYR,27,34,212,TYLER,WICHITA FALLS
MDT,TYR,46,70,1169,TYLER,HARRISBURG
DRT,TYR,0,34,391,TYLER,DEL RIO
TLH,TYR,10,50,666,TYLER,TALLAHASSEE
GEG,TYR,108,137,1567,TYLER,SPOKANE
MGM,TYR,48,50,527,TYLER,MONTGOMERY
SMF,UKI,0,50,92,UKIAH,SACRAMENTO
EKA,UKI,0,50,126,UKIAH,EUREKA
CEC,UKI,0,50,191,UKIAH,CRESCENT CITY
OAK,UKI,0,50,111,UKIAH,OAKLAND
RDD,UKI,0,50,107,UKIAH,REDDING
STS,UKI,0,50,47,UKIAH,SANTA ROSA
CIC,UKI,0,50,85,UKIAH,CHICO
SYR,UCA,20,68,37,UTICA,SYRACUSE
BWI,UCA,1734,3761,282,UTICA,BALTIMORE
CLE,UCA,25,68,352,UTICA,CLEVELAND
ROA,UCA,0,63,469,UTICA,ROANOKE
ALB,UCA,42,68,84,UTICA,ALBANY
PIT,UCA,747,2010,310,UTICA,PITTSBURGH
RIC,UCA,0,68,402,UTICA,RICHMOND
EWR,UCA,0,149,180,UTICA,NEWARK
ERI,UCA,0,115,255,UTICA,ERIE
ACY,UCA,83,244,258,UTICA,ATLANTIC CITY
CVG,UCA,44,148,561,UTICA,CINCINNATI
ROC,UCA,0,122,116,UTICA,ROCHESTER
PVD,UCA,0,122,224,UTICA,PROVIDENCE
ATL,UCA,0,148,818,UTICA,ATLANTA
CHS,UCA,0,122,750,UTICA,CHARLESTON
BUF,UCA,0,122,170,UTICA,BUFFALO
MDW,UCA,53,148,639,UTICA,CHICAGO
SAV,UCA,0,122,823,UTICA,SAVANNAH
YNG,UCA,0,122,301,UTICA,YOUNGSTOWN
IND,UCA,0,122,613,UTICA,INDIANAPOLIS
ATL,ABY,3611,7080,146,ALBANY,ATLANTA
GNV,ABY,26,30,171,ALBANY,GAINESVILLE
VLD,ABY,13,30,75,ALBANY,VALDOSTA
DHN,ABY,12,30,75,ALBANY,DOTHAN
MCN,ABY,21,30,86,ALBANY,MACON
ILM,ABY,12,30,411,ALBANY,WILMINGTON
FAY,ABY,15,30,389,ALBANY,FAYETTEVILLE
TLH,ABY,27,30,79,ALBANY,TALLAHASSEE
MYR,ABY,11,30,341,ALBANY,MYRTLE BEACH
MEI,ABY,29,30,273,ALBANY,MERIDIAN
PFN,ABY,24,66,127,ALBANY,PANAMA CITY
BQK,ABY,16,30,162,ALBANY,BRUNSWICK
CSG,ABY,34,66,81,ALBANY,COLUMBUS
BFM,ABY,0,50,238,ALBANY,MOBILE
CAE,ABY,0,50,244,ALBANY,COLUMBIA
PHL,ABY,0,50,763,ALBANY,PHILADELPHIA
JAX,ABY,0,50,165,ALBANY,JACKSONVILLE
MIA,ABY,0,50,461,ALBANY,MIAMI
YIP,ABY,0,50,739,ALBANY,DETROIT
MCO,ABY,0,50,274,ALBANY,ORLANDO
CLT,ABY,30,37,316,ALBANY,CHARLOTTE
LIT,ABY,90,117,515,ALBANY,LITTLE ROCK
EVV,ABY,0,50,487,ALBANY,EVANSVILLE
LUK,ABY,0,50,522,ALBANY,CINCINNATI
TYS,ABY,0,50,295,ALBANY,KNOXVILLE
AGS,ABY,57,66,182,ALBANY,AUGUSTA
BTR,ABY,40,100,418,ALBANY,BATON ROUGE
IND,ABY,0,50,577,ALBANY,INDIANAPOLIS
ISO,ABY,39,40,461,ALBANY,KINSTON
MEM,ABY,0,50,413,ALBANY,MEMPHIS
CHS,ABY,65,70,261,ALBANY,CHARLESTON
DAL,ABY,0,50,747,ALBANY,DALLAS
IAH,ABY,0,50,671,ALBANY,HOUSTON
GRK,ABY,36,50,807,ALBANY,KILLEEN
MLU,ABY,15,50,465,ALBANY,MONROE
APF,ABY,20,40,398,ALBANY,NAPLES
CID,ABY,1,8,826,ALBANY,CEDAR RAPIDS
BHM,ABY,0,50,205,ALBANY,BIRMINGHAM
RFD,ABY,0,50,783,ALBANY,ROCKFORD
LRD,ABY,0,50,959,ALBANY,LAREDO
JAN,ABY,0,50,350,ALBANY,JACKSON
MGM,ABY,0,50,139,ALBANY,MONTGOMERY
SUS,ABY,123,173,612,ALBANY,ST. LOUIS
PBI,ABY,0,50,416,ALBANY,WEST PALM BEACH
BDL,ALB,32,110,80,ALBANY,HARTFORD
JFK,ALB,54,150,145,ALBANY,NEW YORK
RDU,ALB,3943,6844,544,ALBANY,RALEIGH
PWM,ALB,1273,3848,187,ALBANY,PORTLAND
SYR,ALB,96,110,119,ALBANY,SYRACUSE
CLE,ALB,3274,4290,423,ALBANY,CLEVELAND
BWI,ALB,1168,2575,288,ALBANY,BALTIMORE
BUF,ALB,1433,3024,251,ALBANY,BUFFALO
ORD,ALB,4673,8379,723,ALBANY,CHICAGO
BTV,ALB,415,3300,124,ALBANY,BURLINGTON
PIT,ALB,53,110,367,ALBANY,PITTSBURGH
BGM,ALB,39,108,117,ALBANY,BINGHAMTON
PVD,ALB,0,142,141,ALBANY,PROVIDENCE
ROC,ALB,50,550,198,ALBANY,ROCHESTER
MKE,ALB,73,100,715,ALBANY,MILWAUKEE
EWR,ALB,15,110,143,ALBANY,NEWARK
DAY,ALB,0,50,576,ALBANY,DAYTON
BOS,ALB,0,148,145,ALBANY,BOSTON
DCA,ALB,102,108,318,ALBANY,WASHINGTON
MCI,ALB,0,142,1116,ALBANY,KANSAS CITY
MSP,ALB,129,146,979,ALBANY,MINNEAPOLIS
GRR,ALB,0,50,595,ALBANY,GRAND RAPIDS
ABE,ALB,14,118,167,ALBANY,ALLENTOWN
GSP,ALB,89,330,706,ALBANY,GREENVILLE
BDR,ALB,12,95,115,ALBANY,BRIDGEPORT
MHT,ALB,0,19,121,ALBANY,MANCHESTER
MDT,ALB,53,108,234,ALBANY,HARRISBURG
FNT,ALB,28,103,505,ALBANY,FLINT
TPA,ALB,143,146,1130,ALBANY,TAMPA
FLL,ALB,86,128,1204,ALBANY,FORT LAUDERDALE
RIC,ALB,15,103,407,ALBANY,RICHMOND
LAS,ALB,190,190,2237,ALBANY,LAS VEGAS
HVN,ALB,84,108,113,ALBANY,NEW HAVEN
GSO,ALB,22,128,564,ALBANY,GREENSBORO
MBS,ALB,33,109,522,ALBANY,SAGINAW
PHX,ALB,2,146,2159,ALBANY,PHOENIX
LAN,ALB,37,101,548,ALBANY,LANSING
BGR,ALB,16,46,287,ALBANY,BANGOR
AVP,ALB,32,107,139,ALBANY,SCRANTON
ITH,ALB,12,46,136,ALBANY,ITHACA
ORH,ALB,12,46,104,ALBANY,WORCESTER
BNA,ALB,90,139,825,ALBANY,NASHVILLE
SEA,ALB,118,128,2355,ALBANY,SEATTLE
ERI,ALB,0,50,329,ALBANY,ERIE
ELM,ALB,47,126,163,ALBANY,ELMIRA
LEX,ALB,17,100,655,ALBANY,LEXINGTON
SLC,ALB,65,128,1960,ALBANY,SALT LAKE CITY
OMA,ALB,262,274,1138,ALBANY,OMAHA
SAV,ALB,91,156,837,ALBANY,SAVANNAH
SGF,ALB,0,50,1103,ALBANY,SPRINGFIELD
LAX,ALB,107,138,2467,ALBANY,LOS ANGELES
AMA,ALB,120,137,1581,ALBANY,AMARILLO
RUT,ALB,0,50,69,ALBANY,RUTLAND
ALB,ALB,0,50,0,ALBANY,ALBANY
ACY,ALB,188,244,231,ALBANY,ATLANTIC CITY
SFO,ALB,169,182,2559,ALBANY,SAN FRANCISCO
MSY,ALB,119,120,1266,ALBANY,NEW ORLEANS
ALO,ALB,77,122,946,ALBANY,WATERLOO
OCF,ALB,0,50,1047,ALBANY,OCALA
RNO,ALB,123,161,2379,ALBANY,RENO
OGS,ALB,0,19,157,ALBANY,OGDENSBURG
OKC,ALB,63,173,1371,ALBANY,OKLAHOMA CITY
MSN,ALB,45,50,787,ALBANY,MADISON
SHD,ALB,50,50,409,ALBANY,STAUNTON
CMI,ALB,0,50,774,ALBANY,CHAMPAIGN
SNA,ALB,115,124,2449,ALBANY,SANTA ANA
JST,ALB,0,122,310,ALBANY,JOHNSTOWN
TVC,ALB,42,50,605,ALBANY,TRAVERSE CITY
CHO,ALB,49,50,401,ALBANY,CHARLOTTESVILLE
ROA,ALB,0,50,497,ALBANY,ROANOKE
UCA,ALB,0,122,84,ALBANY,UTICA
DSM,ALB,130,130,1021,ALBANY,DES MOINES
FWA,ALB,0,50,599,ALBANY,FORT WAYNE
COS,ALB,0,66,1634,ALBANY,COLORADO SPRINGS
RWI,ALB,0,50,523,ALBANY,ROCKY MOUNT
YNG,ALB,0,122,368,ALBANY,YOUNGSTOWN
RKD,ALB,0,19,254,ALBANY,ROCKLAND
CAK,ALB,90,173,414,ALBANY,AKRON
FAR,ALB,0,50,1162,ALBANY,FARGO
SHV,ALB,0,50,1303,ALBANY,SHREVEPORT
ART,ALB,58,437,141,ALBANY,WATERTOWN
SAN,ALB,144,184,2445,ALBANY,SAN DIEGO
MSO,ALB,120,170,1978,ALBANY,MISSOULA
PAH,ALB,0,50,885,ALBANY,PADUCAH
YKM,ALB,0,173,2284,ALBANY,YAKIMA
HGR,ALB,0,50,293,ALBANY,HAGERSTOWN
STC,ALB,37,122,1022,ALBANY,ST. CLOUD
AUO,ALB,3,7,944,ALBANY,AUBURN
AUS,ALB,6,137,1577,ALBANY,AUSTIN
TUL,ALB,46,50,1260,ALBANY,TULSA
PBG,ALB,0,50,133,ALBANY,PLATTSBURGH
TOL,ALB,0,50,519,ALBANY,TOLEDO
MFR,CVO,0,50,148,ALBANY,MEDFORD
EUG,CVO,0,50,26,ALBANY,EUGENE
RBG,CVO,0,50,87,ALBANY,ROSEBURG
RDM,CVO,0,50,107,ALBANY,BEND
LMT,CVO,0,50,179,ALBANY,KLAMATH FALLS
DTW,APN,994,1938,198,ALPENA,DETROIT
FNT,APN,0,50,146,ALPENA,FLINT
MBS,APN,32,34,110,ALPENA,SAGINAW
ERI,APN,33,34,268,ALPENA,ERIE
IMT,APN,0,50,227,ALPENA,IRON MOUNTAIN
DSM,APN,102,170,565,ALPENA,DES MOINES
BIF,APN,81,120,1529,ALPENA,EL PASO
MKG,APN,27,34,188,ALPENA,MUSKEGON
CHO,APN,6,34,547,ALPENA,CHARLOTTESVILLE
ROA,AHN,21,30,300,ATHENS,ROANOKE
GTR,AHN,39,50,305,ATHENS,COLUMBUS
CVG,AHN,0,100,359,ATHENS,CINCINNATI
